gene,observed_dNdS,expected_dNdS,p_value
CCIN,0.6666666666666666,2.341357398705876,0.27375232350141643
HECTD3,2.0,2.396768199285323,0.7977304820846318
FRG1,2.0,3.6160297853840566,0.39541818973436127
SIGLEC12,1.0,2.5117740519643736,0.34014120931362585
TRAIP,3.0,2.5080454544049258,0.7560743700529172
GPX8,2.0,3.084122920241932,0.5370214847377257
TRAK2,4.0,3.1078672399929745,0.6128175997297682
CSNK1A1P1,2.0,,
EPHA7,5.666666666666667,3.4130423019078564,0.22251720277857912
DBF4B,3.0,2.8878989891939804,0.947405090589479
ENDOU,2.0,2.567915044561278,0.7230395414249882
TRAV8-2,2.0,,
SPATS2L,1.0,2.9123786979276747,0.2624588722323145
MAP1S,4.0,2.012455026717817,0.1611988921362838
KRTAP11-1,6.0,2.557746272089561,0.031369309406036404
BTBD8,5.0,3.496821173559259,0.4214847617898094
OR5AS1,6.0,2.70919389059842,0.045573771084157395
RP11-20I23.1,0.5,2.041922655526625,0.28056391416145005
CA1,1.0,3.169806028852645,0.22294981332096372
NBN,3.0,3.820163083756692,0.6747608967061991
ABCG1,0.0,2.0769900853897605,0.1495347882857393
NELFE,3.0,2.8549355728357333,0.9315821275141142
MRRF,3.0,2.738179695775697,0.8742802953522043
ENTPD1,3.0,2.781686885450598,0.8958577390525091
RAP2B,2.0,1.9350171554906928,0.9627403789980612
MIS18BP1,4.0,3.87749562768772,0.9503938047334277
OR11A1,1.5,2.287303570308393,0.6026653665760945
RPN2,1.5,2.441676252778,0.5467485511679705
OR10X1,2.0,2.593215419089985,0.7125917486922866
COL11A2,3.0,2.8700326014766997,0.938848764742061
STRC,0.5,2.377687885750074,0.22333194734596937
RASSF1,2.0,2.2495241162551847,0.8678681379493911
DSPP,4.0,4.178063201448722,0.9305811015179917
ECHS1,2.0,2.48216358095962,0.7595736479180594
PRRX1,1.0,2.346397334129845,0.37941928452041396
HOXA13,2.0,2.321247166687744,0.8330024240587535
CD1E,9.0,2.7712929466984613,0.00018285658751482418
CEACAM16,0.0,1.9647492773579176,0.16100630127666668
SLFNL1,1.0,2.0668141548842547,0.4580519837887892
AOC4P,5.0,,
NAIF1,2.0,2.149429169640609,0.9188174926791964
PABPN1,2.0,2.598293684149633,0.7105125504350398
EFTUD2,6.0,2.507595320716638,0.027423024091061985
PATL1,2.0,3.192765452367527,0.5044329122597733
C2CD3,9.0,3.019265838159586,0.0005775494245568286
TPP1,2.0,2.4764972144766464,0.7620499492363637
TCTE3,2.0,3.2462618321513044,0.48912600098575865
CORO1B,2.0,2.075760767861189,0.958063163009531
WDR72,1.4,3.527259170156,0.2573547000982502
CYP1B1,1.0,2.1196019730178994,0.44188263301184716
YWHAH,3.0,2.427872966564685,0.7134844591920859
PSG7,8.0,2.654657840882978,0.001035367461021364
PIFO,2.0,3.3835728669209435,0.45195064229836546
ZNF471,8.0,4.019424505747609,0.04709190093886333
DSCR10,2.0,,
METRNL,1.0,2.0870493669953576,0.45177500902870327
GPATCH3,1.5,2.5444153456191896,0.5126251022548008
ANO2,1.0,2.546418453740869,0.33250248530825804
NCLN,0.0,1.935020486867228,0.16421022340486943
SPTSSB,3.0,3.2355291428493014,0.8958228534501032
PTPN14,8.5,2.498533278108097,0.00014659087304771148
KLK15,5.0,2.35332442430682,0.08447686658564647
PSMA1,4.0,3.592576673116406,0.8298042105835698
LYSMD2,2.0,2.3011234492691046,0.8426488406762204
TRIM33,3.0,3.364629608648869,0.8424310410942412
DENND2C,4.0,3.2893943951756,0.695201846639973
IGSF1,2.2,2.847453668748697,0.7012083021924287
PDX1,2.0,2.278283587994065,0.8537253849022659
RIMS1,6.0,3.1162768284185964,0.10235090793617606
KLHL42,4.0,2.1267732612572927,0.19897156865175764
NUDT7,4.0,3.075244015103608,0.5979603301250962
ALG1L,4.0,2.5057386728787217,0.3451844497393365
RRP1,0.0,2.436226029906546,0.11856116491462845
TMEFF1,4.0,4.004767625219815,0.9980991270158321
GPI,4.0,2.2941912091999623,0.2600808520976132
GLIPR1,2.0,3.3146646296877766,0.4702352095514807
STX5,5.0,2.40587779555367,0.09443523544801584
UBOX5,5.0,2.481064025672554,0.10977996403850103
C9orf64,2.0,2.6371824952077088,0.6947862175641073
GPR25,0.0,1.685127700097644,0.19424449278123446
CLUAP1,2.0,2.9844718100662826,0.5687714368835229
OR4S1,0.0,2.363323701535696,0.12421728122792083
DCTN5,4.0,2.8441131508872624,0.49309374701959574
ABCG2,5.0,2.9659324043774067,0.23756506623219056
EED,2.0,3.919790186181321,0.33221279309209395
ATP6V1G3,3.0,3.557689994977626,0.7674813087394479
SEPT11,3.0,2.934737006864723,0.9696109296327934
DPP9,0.75,2.1786751111046168,0.3330867971349091
TRIM50,1.0,1.996692551154404,0.4805914988282798
MYO9A,2.6666666666666665,3.3450574698945528,0.7106984485833855
IQCJ-SCHIP1,8.0,2.6453490508796165,0.0009939761217141933
KATNA1,1.0,3.7899529044778015,0.15182598999179586
HFM1,17.0,3.991970577403207,7.48748980831042e-11
ZNF300,4.0,3.580228558625219,0.8244314186052418
CASQ1,2.0,2.5697827780109246,0.7222631680380112
PMS2CL,3.0,,
DOCK8,2.333333333333333,2.4538273505276416,0.9386865942518312
ST8SIA5,6.0,2.074542384359316,0.00642249894209694
ILVBL,0.5,2.139716766526148,0.2623042553320138
MLYCD,2.0,2.0598522268166577,0.9667358464882219
HTATIP2,0.0,2.5327819851209528,0.11150347261942274
KMT2B,3.333333333333333,2.4804329718872298,0.5881319894109602
LEPREL1,4.0,2.6857713597246304,0.42259350734708623
HLA-DQA2,2.0,2.5001920561949715,0.751746667520712
AQR,2.5,3.473821255938919,0.6013312733346421
GTPBP8,5.0,2.721353535141212,0.16719020399975576
ACTL6B,0.5,2.22630679374335,0.2472809428227763
IGFBP6,0.0,2.3850719118149115,0.12249925528566699
UBXN4,2.0,3.708367068492216,0.3750060910472244
IPO8,2.5,3.402747472347025,0.6245685415931963
SPATA6L,2.0,2.8998076050569845,0.5972198309042915
CRELD1,1.5,2.702965925755938,0.46435171128694264
C2orf44,0.6666666666666666,3.129685741849213,0.16384652897035967
ELMO2,5.0,2.52907432202982,0.12024598659074198
ANO4,2.5,3.729223518994051,0.5244283819697892
CLCN4,4.0,2.2655741426032896,0.24919668570149173
SCGB3A1,2.0,1.6709283567974051,0.7990532752417051
EGFLAM,3.333333333333333,2.6324203765273464,0.6657394470552194
AKAP5,6.0,3.936198586861893,0.29823302303232
HERC2P3,18.0,,
FMO2,5.0,3.0972019889434583,0.27960606875724603
SNX13,2.0,3.7991957084465273,0.3559730122082462
MAP7D2,3.0,2.9743195099533417,0.9881195330766054
CCL18,0.0,2.451255709102103,0.11743089287370652
PLTP,0.0,2.0391809095874738,0.1532921699764974
MTRNR2L6,5.0,2.665667334716193,0.15278909887930464
SSH1,0.6,2.510632386989963,0.22788359468358071
CDK11B,1.3333333333333333,2.398749204680019,0.491514329322435
DNAH11,3.333333333333333,3.000606268112469,0.8476790294584006
PRLHR,4.0,1.693672578155825,0.07636576340318549
BAK1,2.0,2.3359801216174927,0.8260066878914601
CFHR5,1.0,3.975488208820987,0.13561434030563937
OR56A1,2.5,2.0953322515627284,0.7798165255012616
SLMO2,2.0,4.042171487328648,0.30975066820817515
IL34,0.0,2.034560571209944,0.15375861612750769
CARD6,10.0,3.3565793635681955,0.00028770128956262633
ALG12,5.0,1.9191621712594504,0.02615594979843172
KIAA1598,4.0,3.388070419675355,0.7395501269880423
PUS1,3.0,2.1872831808518045,0.5826458326984889
ARHGEF10L,6.0,2.1469422550353814,0.00854767927899279
AC090825.1,5.0,,
OR8J3,9.0,2.54255301480476,5.127722653340588e-05
TCF12,4.0,3.556609536316932,0.814124553814219
INPP1,2.0,2.9607134835173725,0.5766149100476207
EBAG9,4.0,3.7342417294083465,0.8906148518645977
UPB1,3.0,2.6368975983571348,0.8230642806538044
TMEM67,4.0,3.711232586347269,0.8808469255015471
NUPL2,2.0,3.6889623028228775,0.37920486078284843
HGS,0.25,2.312448644084338,0.1750123438513292
CCDC42,2.5,2.288696302482044,0.8889182200359311
TMTC4,0.5,2.432584050624055,0.21531046737844148
PIPOX,3.0,2.508429705252596,0.7562769276011303
KLHL3,0.3333333333333333,2.5500324588119123,0.1650938083658806
ZNF490,0.0,3.392950032829548,0.06547570444738872
PDIA6,3.0,3.0217010040155,0.9900394604638809
SMEK1,5.0,3.396136777465032,0.3841301738032692
AKAP11,3.5,3.693493376817544,0.9198037090347813
ATR,8.5,3.490499327532479,0.007332963125261514
ACAP2,3.0,3.3666423211839565,0.8416195058345803
RP11-192H23.4,2.0,2.5955923501883955,0.7116178191846595
MYPN,5.5,2.8462265250087166,0.11571848656236525
CEACAM18,6.0,2.5124316197141603,0.02778787773316304
GJD2,3.0,2.3810810709057124,0.68835057220812
AOC2,3.0,2.3737610765530306,0.6844020686194298
NSMF,2.0,2.285778490512129,0.8500755355127518
RSU1,3.0,2.291898709088465,0.6399757975261418
NME8,9.0,3.715574008125561,0.006116334270925515
C2CD2,3.0,2.3977975822067745,0.6973512531524293
ITPA,4.0,2.3728837440411445,0.2908388701579394
KIAA0556,2.75,2.516233174297524,0.8828404242709991
RGS7BP,0.5,2.7390201245119576,0.1760928659482251
CYP2C8,5.0,2.859094735980981,0.2054614531811928
MS4A12,4.0,3.232756056938363,0.6695804161931693
DMKN,4.0,2.336516359300814,0.2764787350129828
TAS2R14,2.0,2.8145944584298648,0.6272865881495852
ASCC2,2.0,2.448794525108331,0.7742693917832228
AIPL1,1.0,2.3861132207576383,0.36954175636683184
ZNF205,1.0,2.3877795798962795,0.36913369463486745
UTS2B,3.0,2.9652557570234523,0.9839023541041619
CHMP5,3.0,3.134967516278558,0.9392379569410408
GABPA,3.0,3.670572868014792,0.7263320396948968
NPPA,2.0,2.345279994101483,0.8216195968464406
FBXO31,4.0,2.195477633659114,0.22327675869970423
KLF5,1.0,3.0790743366929894,0.23608047314759417
PLXND1,1.25,2.050763287280964,0.5760434878800222
FANCD2,1.0,2.907413510334821,0.26329253390006524
NCOA2,5.0,3.247690642314767,0.3308755279249956
ZNF432,7.0,3.639220013873566,0.07811727430665832
ATP9B,4.0,3.286137579950208,0.693731424521645
WFDC13,2.0,2.6419786926189484,0.6928704993225164
FCRLA,3.0,2.7611949150935384,0.8857273712143634
CLDN15,3.0,1.9869496064542624,0.4723360038229477
MRC1,2.0,3.449568674582043,0.4351140852005123
DUOXA1,1.5,2.32520277865022,0.5883933746937056
FOXC1,0.0,2.077091542269168,0.14952484693562904
OR52K1,1.0,2.4426203397916098,0.355982434228413
HTR3D,4.0,2.3051431476987294,0.26429027828814045
POMT1,4.0,2.2648998534936107,0.24894227244108186
GUCY2C,3.0,2.7717535921684617,0.8909544505418889
CXCL3,3.0,1.980109058486944,0.4685839573186711
EIF2S3,2.0,3.4134763372861525,0.4442414835771932
GSTA3,2.0,2.7102971563899545,0.6661403717948234
SMCO4,2.0,1.7146988743655378,0.827525664500984
ZBED4,4.0,2.4213828351531044,0.3103519838390562
DACT1,0.7142857142857143,2.333032647196399,0.28924155385069295
MFSD1,2.0,2.8501745567556203,0.6145533707428983
MAU2,3.0,2.109561601723533,0.5398321939805353
BAG2,0.0,2.9841174561329287,0.08408511392139562
DNAJC3,2.0,3.5833845008691885,0.40290212060904373
FAM71B,3.333333333333333,2.933158987207914,0.8152501675719457
SUCLG1,2.0,2.9955441852138414,0.5651526414125938
TMEM106C,2.0,2.9354697057424826,0.5850674203695196
MIR518B,3.0,,
TRAPPC6A,4.0,1.991382309304032,0.1546268799884378
PRC1,3.0,2.8709232395854274,0.939276410732458
SUGP1,3.0,2.504047943433971,0.7539661582938365
KIAA0100,2.4,2.673823157391259,0.8670103188149644
POU3F3,3.0,2.1457469772543445,0.5597769709154025
SCP2,8.0,3.473936801406289,0.01516807793720351
CHURC1-FNTB,2.0,,
HMMR,4.0,3.531232861187293,0.8030080603122834
FBXL14,2.0,1.930718314843454,0.9602333390903276
PGPEP1,0.0,2.2692601240082086,0.13196288880667306
RGPD1,2.0,3.789965490839336,0.35786144976885503
PPARA,3.0,2.5666045044283656,0.7867575788320599
IK,2.0,3.095780691097756,0.5334254341370803
OR5B3,4.0,2.746955546383529,0.44962950393773693
KDM6B,1.5,2.427868495783497,0.5515165528171013
HMCN1,2.7,3.310835103297542,0.7370948496716261
DNTTIP2,2.0,3.71676150209051,0.37320440717209424
PRKAR2A,0.0,2.829392662671392,0.09255335476286367
MRPS2,1.0,2.15658945712808,0.4309415562195613
CHRNB2,2.0,2.0941027254687063,0.948151371191296
EFEMP1,2.0,3.222539290019673,0.4958550168569624
FAM173B,3.0,3.4602959117438745,0.8045630514570113
RNF219,5.0,3.462414804418504,0.40862110596333856
LRCH3,5.0,2.205040784820372,0.059808046573640763
CCDC53,2.0,2.732707408762012,0.6575957885329231
ADAM8,5.0,2.240992196707526,0.06532441229569654
MST1L,3.0,,
MDGA2,5.666666666666667,3.5017636805304257,0.2473140879962212
ZFP64,3.5,2.595556069141904,0.5745301410447159
GPC3,1.5,2.8344377429634786,0.42799943436062393
RELN,3.6,3.141825379590785,0.7960304831810672
ZC3H4,11.0,2.529934337619832,1.008676777794504e-07
DCAF8L1,2.0,3.0703693736632443,0.5412953654586408
RPS5,2.0,2.262986058256718,0.861220860481039
PIF1,0.0,2.0968379398765125,0.14760411648557203
TRIM56,4.0,2.083079950567069,0.18412461531265806
AC024560.3,8.0,,
UCP2,4.0,2.3263812938094985,0.27252054639718987
BRF1,5.0,2.371430054672699,0.087836038076284
ACSM2A,3.0,2.7554812508488467,0.882892371148597
GABPB1,3.0,3.8299791215449903,0.671492392737212
RTN4R,2.0,2.10231316792249,0.9437448099520946
IGHM,1.5,,
ARHGAP19-SLIT1,2.0,2.973297907798077,0.5724469464731837
VEPH1,1.1666666666666667,2.9919037132596533,0.29132199209406306
LGALS4,3.0,2.3449913750143,0.668842913703112
ZNF462,1.25,2.837769260960667,0.34591728632669105
UPF1,9.0,2.1847240361365685,4.009406621305105e-06
RPL11,0.0,2.6419250353816266,0.10407736407506794
JMJD4,2.0,2.298740171267834,0.843798265211042
SARNP,2.0,3.3713978132202267,0.4551280862411955
RFT1,0.5,2.300290248308768,0.23522709125167285
MTAP,2.0,2.952078027030693,0.5794925319027802
GPR87,2.0,2.7641847088843545,0.6457769243620481
ITPKB,3.0,2.366401322648405,0.6804278268179811
LMOD1,4.0,2.4707541236749613,0.33060929592682675
BRD3,1.0,2.36027848370678,0.3759335818967723
GATS,4.0,2.099097227123491,0.18951015390813725
TLN2,9.0,2.503896281909246,4.0379243184378993e-05
IGKV2-30,1.0,,
HEATR3,2.0,2.8792463115256486,0.6043405962375467
UQCC2,0.0,2.5568420119043718,0.10981775313622733
ZNF354A,2.0,3.5028667503193485,0.42198208460848086
C3orf38,2.0,3.443991378962705,0.4365120089373049
ZNF730,2.0,2.6471827183472976,0.6907977566782373
C1orf186,2.0,2.6649338416619237,0.6837733295576532
ENPP5,1.0,3.5019399839262424,0.1812315493405003
FLJ27365,3.0,2.7048967672175324,0.8575989213789703
FUS,3.0,3.419788252573579,0.8204217848464247
KIAA1549L,3.5,2.637970507355812,0.5955944432193665
RIMKLB,3.0,3.0013503288238788,0.9993780990643476
ZNF217,3.0,2.98994866350457,0.9953620126233311
FAM210B,2.0,2.1793999672683126,0.9032778161930755
C12orf57,0.0,2.327216834678247,0.12712899444426762
CAMKK2,3.0,2.1902713089963712,0.5842893864970929
ZNF823,2.0,3.734020445770157,0.3695277740380696
CYP2D6,3.0,2.001203000491873,0.4801608867911118
TMEM26,3.0,2.4113550856549373,0.7046336813291347
TENM2,1.6,2.4663383201465026,0.5811902819724828
TSPYL6,4.0,2.6438535517510324,0.4042573467724695
HNRNPH2,1.0,3.537504861058914,0.17729066398568347
AADAT,3.0,3.6102621214429313,0.7480747983451825
VSNL1,2.0,2.685385904125885,0.675767252706036
ATP6V1C2,1.0,2.4139701830849702,0.36278614451948754
RHEBL1,0.0,2.542580772134837,0.11081352788164825
OR5K4,3.0,2.9379334830001045,0.9711143891304881
SPI1,2.0,2.2484617962576565,0.8683947408470987
FERMT3,1.5,2.1310734784995096,0.6655266558931566
CEP290,2.5,3.732522114172544,0.5234996458787424
SLC44A5,2.0,3.190569566745433,0.505071447252273
PDCL,1.0,2.859258976051973,0.27153027102840843
ANKH,6.0,2.281782759242976,0.013836226617602691
SLC7A14,3.0,2.27120047043888,0.6286744724502826
YAP1,2.0,2.850255029402709,0.6145248651199908
NSUN2,1.3333333333333333,3.0202911604814955,0.33170349218143236
CHMP4A,1.0,2.702735184545606,0.3003294504687619
MROH1,1.0,1.97805207029381,0.4867962031697859
ATP9A,1.0,2.192943226676613,0.4204878367451971
ZNF880,4.0,2.601837695780856,0.3860531491811481
DMTF1,1.5,3.611926595377212,0.2664634111084573
FRMD4B,1.0,2.8866362838838326,0.2668127161352507
CGB8,2.0,2.0384904006182625,0.9784927167492921
C3orf22,2.0,2.597887933784731,0.7106784585325117
SPATA31A3,2.0,2.928188607204949,0.5875283311072098
ETNK1,2.0,2.734908065652332,0.6567625872305876
SLC4A7,6.0,3.5311030633949216,0.18889467289009512
DLST,5.0,2.607595265339712,0.13846166240237548
ATXN1,1.5,2.280728356622744,0.6051789035463053
PDE4D,6.0,2.911209299162498,0.07024849223236766
AFAP1L2,1.0,2.325007528446049,0.38486202867686836
HTR3A,2.0,2.106299865563171,0.9416118781272393
BAALC,3.0,2.705883451948136,0.858095585052554
CDH4,1.6666666666666667,2.143056472057287,0.7448624208270059
OR1E1,0.0,2.1938983236050325,0.13855824272104902
NUDT22,4.0,2.22856408734813,0.2353762309684198
LYZL4,2.0,2.693913067236564,0.6724566028505932
SPATA2,4.0,2.1371660334848563,0.20257444122365464
NLRP8,3.2,2.559963398637319,0.6891375616243951
ZNF229,0.0,3.1906040928547874,0.07406263806035834
IGLV2-18,2.0,,
ELF5,2.0,2.924742539273105,0.5886966584753923
FGG,2.0,3.4756351331209934,0.4286406052628573
CYYR1,0.0,2.8123595295127903,0.09354070191681962
RARG,12.0,2.3247455617592103,2.2151840386456565e-10
KRTAP4-11,2.0,2.7853441555957734,0.6379506617963255
REG1P,7.0,,
ZHX1,2.5,3.862997033381181,0.48800959215233053
COL21A1,2.0,3.8565442255099383,0.34446520810697423
RAB28,2.0,2.8787468067976136,0.604514633707365
XK,0.5,2.3151846572785297,0.23288276659108303
ACTL7B,0.3333333333333333,2.089557136365811,0.22439121401760176
GOLGA5,4.0,3.2763900894091744,0.6893282990417509
FUT3,2.0,2.188400854574236,0.8986586348021744
PDE6H,1.0,3.252578088376739,0.21166133871456494
RUNX1T1,3.5,2.899348817678058,0.724272777702779
EIF4G1,4.5,2.6953654439445107,0.2716767313030773
TYW3,2.0,3.1781881160367744,0.5086870976471444
CRLF1,0.0,2.046642169298432,0.15254230077391653
TRIM40,2.0,2.516969661478834,0.7445331114596785
POLR3B,3.0,3.131636591033295,0.9407032835199091
SET,2.0,3.666465713593954,0.3841325537076571
ANGPT2,2.5,3.106659706302744,0.7307033665410646
BTN1A1,7.0,2.6049005668188068,0.006466077000166587
SLC27A1,0.5,1.9251779803573568,0.30435007124024926
MAP1B,2.1666666666666665,3.003933262698032,0.6290392760549568
PLEKHF2,0.0,3.755917678448261,0.052620903463748404
MAGEA8,2.0,2.4964894954852688,0.7533477067843496
SLC9B2,5.0,3.180276850346526,0.30753611384628143
FAM57B,3.0,2.093535460703421,0.5309968900926292
BEX5,3.0,3.808343481610569,0.6787152166091257
PRPH,0.0,1.9877138922216784,0.15858011740744188
SPRR1B,1.0,3.032998800839918,0.24306914597631304
DNAJC2,4.0,3.919540318625303,0.9675823698154529
RCN2,0.0,3.1523711531707304,0.07581671732791456
SUV39H2,2.0,3.1901528285381966,0.5051927213082859
OR5T2,2.5,2.739514364737375,0.8849408351160863
OR2J3,2.0,2.729486436869355,0.6588171813593897
HNRNPH3,2.0,4.3221126187582914,0.2640140474634562
KRT37,0.5,2.246125994143646,0.24398360017886578
DACH2,6.0,2.8867705261067966,0.06690144719302946
SETX,4.0,3.522041376551972,0.7989710647854016
ZBTB21,6.0,3.025870944649754,0.0873106582164736
CNOT11,1.5,2.6163988177026,0.4900759770576134
ZNF398,3.0,2.999156762357438,0.9996115005157881
SV2A,2.0,2.3838346304052767,0.8036680082479531
CSMD3,4.565217391304348,3.7894618425066873,0.6902563864497637
CSNK1E,1.3333333333333333,2.096624585174966,0.5980930202595802
WRN,5.0,3.6256654560222175,0.4704361304259461
KPNA3,3.0,3.4254834498642883,0.8181765663915408
PMAIP1,2.0,2.426371849511651,0.7842982021109034
BLVRB,0.0,2.043236311804106,0.15288407834688628
ERVFRD-1,2.0,3.033702672429812,0.5528571808022735
EXOC1,3.0,3.45924487474582,0.8049712831681247
SEZ6,6.0,2.389247843208361,0.019492856436946617
OXSM,3.0,3.4783406842821747,0.7975812443815269
NUFIP1,2.0,3.4758345555210277,0.4285914581085193
MRAP,5.0,2.239098357042319,0.06502642839380308
SPRY3,1.5,2.8032694254212123,0.43633433790272647
CDR1,3.5,3.292248596895417,0.9088430830921527
INCENP,1.0,2.363448889679667,0.37514252762376077
FOXD1,0.0,2.101094967747516,0.14719369578990488
PTPRH,4.0,2.466490912892193,0.3288453182618267
MS4A6E,0.0,2.448178526849405,0.11766133193759368
PF4,1.0,1.9557517333488248,0.49434094064540635
KDM1B,1.5,2.8823453160499573,0.4155170244178965
OR2S2,3.0,2.0992270481274864,0.5341346676661404
NEDD9,5.0,2.632129075391827,0.14442723174696823
IGHV4-59,4.0,2.135920675450379,0.2021412930253611
CSMD2,2.111111111111111,2.409168676737872,0.8477195844079396
MIB1,5.0,3.5317714335702584,0.43464770218120374
ACTR3,2.0,3.624786334315437,0.3934348926992355
HAP1,4.0,2.433170629485597,0.31515385072850316
SMURF1,4.0,2.5357933937121504,0.3578410842832873
NRP1,8.0,2.81292240875716,0.001983156286168799
TRIM13,2.0,2.9879198453767186,0.5676420299004574
SUN5,1.0,2.5630687684655875,0.32889948560823334
C2orf42,0.0,2.6772420914945005,0.10179187690688102
AMD1,6.0,3.3701299444038386,0.15198536841811539
EPRS,5.0,3.630136219480612,0.47215414823628354
BTBD1,0.5,2.835817802024195,0.16541903311594058
MRGBP,3.0,2.5404937488751616,0.773123348506365
LLfos-48D6.1,3.0,,
GPX2,2.0,2.140764706259244,0.9233557072979403
ANKRD20A11P,4.0,,
DAB2,3.0,3.4088206088622006,0.8247599190964983
CLRN2,1.0,2.081259042624721,0.45356104927840635
LINC00202-2,2.0,,
PDCD5,3.0,3.4363971986011235,0.813888266846924
HOXD4,3.0,2.350585137729869,0.6718730084238219
WFDC6,3.0,2.8387654668086246,0.9237621013780117
CARD10,2.0,2.1333376929022947,0.9272621760231428
MCHR2,4.0,2.6595962516422595,0.41112433691588823
FUT2,3.0,2.224147880833632,0.6029018356198605
POLR2F,2.0,2.466802777835277,0.7663047250882609
GSK3A,0.0,2.2550069287908308,0.1331828594988259
OR52A4,6.0,,
NIM1K,4.0,2.5899227443838204,0.38092542451375644
ENPP6,2.0,2.4401347425299083,0.778127838319846
AKR1C2,2.0,2.6609648423000927,0.6853378052713022
CCT8L2,3.333333333333333,2.450383260754295,0.5727187483077467
TMED4,0.0,2.232539661738385,0.1351315699991313
WWOX,5.0,2.578507624874665,0.13155670046324472
DGKK,19.0,3.0912172648580003,1.4506753630117187e-19
EXOSC4,2.0,2.178308632160333,0.9038393748048446
SLIRP,2.0,3.543615386104685,0.4122140006626036
PNLIPRP3,3.0,3.5871297261390898,0.7565615893889115
ATF4P4,3.0,,
RPE,2.0,3.2519402965877267,0.4875290013480268
HSFY1P1,3.0,,
HPD,3.0,2.2573273596806063,0.6210866563544393
MMADHC,0.0,3.956209502334895,0.046698747368864556
PPIB,2.0,2.2936960907178503,0.8462358568431774
CCDC81,0.0,2.912436576629107,0.08789898548519344
PTTG1IP,3.0,2.537646210906251,0.7716318095112265
TECPR2,1.25,2.561335452002632,0.4125747933698126
TMX3,2.0,3.716431246192514,0.3732751227197286
CBX2,2.0,2.188924194340842,0.8983907367398055
NDUFB11,0.0,2.497958685733987,0.11399396797335634
ZNF112,10.0,3.603201404662785,0.0007519251435323042
PLEKHG6,2.0,2.24714797484735,0.8690464305440149
C9orf172,2.0,2.004291349491462,0.9975814623324085
SPACA4,0.0,2.0726078454137613,0.14996490029724677
RCVRN,0.0,2.177170312094382,0.14007179017422008
MYEF2,6.0,4.059052145761206,0.33535249001258977
ZNF629,2.0,2.317567112434173,0.8347586144788265
PLBD1,6.0,2.774976489156028,0.05286885947588378
ITPR3,1.3333333333333333,2.043052221507144,0.6195196103529639
MACROD2,8.0,3.4216245732758037,0.013319361669307242
ZPBP2,2.0,3.4770437149292013,0.42829358618803226
NAGPA,5.0,2.209722532609821,0.06050965476270171
PPP1R42,0.0,3.0639171452283818,0.08004847941413684
ADIG,3.0,2.6751248805644745,0.8425523351107262
GLYATL2,4.0,3.101058544221908,0.6097171207014187
DPP7,2.0,2.075315274673795,0.9583050670202177
C15orf39,0.0,2.509018961124722,0.11319637972278655
SCO2,0.5,2.2320208818231104,0.2463250448545133
MAGEB1,1.6666666666666667,2.8312625344913926,0.48885819528614916
KIF26B,3.0,2.184904387226449,0.5813372454402834
HYAL1,0.5,2.4666682514977967,0.2104948580766554
PLCB4,4.0,3.2129948210271184,0.6606190106136265
PDCD10,5.0,3.2671131295204985,0.33770389447516813
TNFRSF13C,3.0,1.9619064206484185,0.4586115512120348
MAPKAPK3,2.0,2.452222063687459,0.7727473271481262
SLC25A20,1.0,2.548720498311988,0.33200173009080797
FLT3,0.75,3.065407947567964,0.18601417427956268
RNFT2,3.0,2.081213721026183,0.5242043965241645
EEF2,0.5,2.0633223408631194,0.27644459276720545
EIF2AK1,7.0,2.9467971614177992,0.018218456455602144
HYDIN,1.0769230769230769,2.565983347484496,0.3525901516535218
TNFRSF8,3.0,2.377854458096417,0.6866106240980125
TRMT1L,1.0,3.402752270054608,0.1927290245715654
KCNK16,6.0,2.0983116090865224,0.007070534321898945
BAZ2A,1.3333333333333333,2.779970662786842,0.3855914465856476
ZNF550,3.0,2.474195125641346,0.7381698833703914
DYSF,9.5,2.3321786289361968,2.6843593913368297e-06
DNAH1,1.6,2.193898095460064,0.6884477674067138
TRAPPC1,0.0,2.1188808736440032,0.14549282325658214
LRCH4,4.0,2.1104648056615924,0.1933726607920695
PRAP1,0.0,2.3528152916011864,0.1250569764452846
CISD1,2.0,3.5047865084083445,0.42151665622891965
PEX11G,4.0,1.9361398504837324,0.13801022679287517
WDR55,4.0,2.523027812769401,0.3524505249047003
RUFY2,10.0,3.2574024930521635,0.00018706878082662363
OTOL1,5.0,3.2875041748798157,0.34492041952616037
SIGLEC14,2.0,2.1993980308998213,0.893044752962514
COL4A2,6.0,2.8610748540953312,0.063491101676554
NLRP14,15.0,3.0352514680552005,6.528198064691309e-12
PDZRN3,1.6666666666666667,2.21902353059548,0.7107870890311333
ALX3,3.0,2.30570543947852,0.6475003402883006
SNRPA1,3.0,2.5975295490748667,0.8028037010537562
ARRDC1,2.0,2.1268064609554806,0.9307100127968341
EDEM1,2.0,2.737740899291123,0.6556915716134073
OR13C4,5.0,2.70637520130429,0.16325402510961554
CXXC1,2.333333333333333,2.6363064672158103,0.8519761088408193
ANKRD50,14.0,3.798574398143523,1.656984171722711e-07
ZP3,4.0,2.391638966176292,0.2983372381056117
GPR126,8.0,3.07571316820652,0.004987693309943644
LUM,2.0,2.768311426831546,0.6442431361325291
LSAMP,10.0,2.4317480717055364,1.2142959258830726e-06
RAC1,11.0,2.5835325040587205,1.638450742488017e-07
PIWIL1,7.0,3.157618952061377,0.030593286668135957
ORC5,0.0,3.3230965979555838,0.0683130457178976
