query,_id,_score,genomic_pos,notfound,length
BRPF3,27154,18.230001,"{'chr': '6', 'end': 36232790, 'ensemblgene': 'ENSG00000096070', 'start': 36196744, 'strand': 1}",,36046.0
RUNX2,860,18.21425,"{'chr': '6', 'end': 45664349, 'ensemblgene': 'ENSG00000124813', 'start': 45328157, 'strand': 1}",,336192.0
FILIP1,27145,18.042345,"{'chr': '6', 'end': 75493800, 'ensemblgene': 'ENSG00000118407', 'start': 75291859, 'strand': -1}",,201941.0
GABRR1,2569,18.544916,"{'chr': '6', 'end': 89231278, 'ensemblgene': 'ENSG00000146276', 'start': 89177504, 'strand': -1}",,53774.0
CCDC146,57639,17.648138,"{'chr': '7', 'end': 77329533, 'ensemblgene': 'ENSG00000135205', 'start': 77122434, 'strand': 1}",,207099.0
COPS6,10980,17.852472,"{'chr': '7', 'end': 100092187, 'ensemblgene': 'ENSG00000168090', 'start': 100088969, 'strand': 1}",,3218.0
PIWIL2,55124,17.643791,"{'chr': '8', 'end': 22357568, 'ensemblgene': 'ENSG00000197181', 'start': 22275316, 'strand': 1}",,82252.0
GTF2E2,2961,17.605227,"{'chr': '8', 'end': 30658236, 'ensemblgene': 'ENSG00000197265', 'start': 30578318, 'strand': -1}",,79918.0
CA3,761,19.022839,"{'chr': '8', 'end': 85449040, 'ensemblgene': 'ENSG00000164879', 'start': 85373436, 'strand': 1}",,75604.0
ANKRD19P,ENSG00000187984,8.350961,"{'chr': '9', 'end': 92826578, 'ensemblgene': 'ENSG00000187984', 'start': 92809665, 'strand': 1}",,16913.0
ANKRD19P,138649,8.350961,"{'chr': '9', 'end': 92838458, 'ensemblgene': 'ENSG00000291168', 'start': 92808811, 'strand': 1}",,29647.0
P2RY8,286530,17.957727,"[{'chr': 'X', 'end': 1537185, 'ensemblgene': 'ENSG00000182162', 'start': 1462581, 'strand': -1}, {'chr': 'Y', 'end': 1537185, 'ensemblgene': 'ENSG00000292333', 'start': 1462581, 'strand': -1}]",,
PHEX,5251,17.626534,"{'chr': 'X', 'end': 22494713, 'ensemblgene': 'ENSG00000102174', 'start': 22032325, 'strand': 1}",,462388.0
PPP2R2D,55844,17.777378,"{'chr': '10', 'end': 131959834, 'ensemblgene': 'ENSG00000175470', 'start': 131901008, 'strand': 1}",,58826.0
TMEM123,114908,18.186293,"{'chr': '11', 'end': 102470384, 'ensemblgene': 'ENSG00000152558', 'start': 102396332, 'strand': -1}",,74052.0
KMT2A,4297,17.63946,"{'chr': '11', 'end': 118526832, 'ensemblgene': 'ENSG00000118058', 'start': 118436456, 'strand': 1}",,90376.0
IPO7,10527,17.598894,"{'chr': '11', 'end': 9448127, 'ensemblgene': 'ENSG00000205339', 'start': 9384652, 'strand': 1}",,63475.0
STYK1,55359,18.334793,"{'chr': '12', 'end': 10674318, 'ensemblgene': 'ENSG00000060140', 'start': 10618923, 'strand': -1}",,55395.0
IAPP,3375,18.137804,"{'chr': '12', 'end': 21379980, 'ensemblgene': 'ENSG00000121351', 'start': 21354959, 'strand': 1}",,25021.0
KCNH3,23416,18.01179,"{'chr': '12', 'end': 49558337, 'ensemblgene': 'ENSG00000135519', 'start': 49539030, 'strand': 1}",,19307.0
RBMS2,5939,18.506596,"{'chr': '12', 'end': 56596193, 'ensemblgene': 'ENSG00000076067', 'start': 56521820, 'strand': 1}",,74373.0
CDCA4,55038,17.687798,"{'chr': '14', 'end': 105021083, 'ensemblgene': 'ENSG00000170779', 'start': 105009573, 'strand': -1}",,11510.0
OR4E2,26686,22.131487,"{'chr': '14', 'end': 21667642, 'ensemblgene': 'ENSG00000221977', 'start': 21653835, 'strand': 1}",,13807.0
MNS1,55329,17.494976,"{'chr': '15', 'end': 56465137, 'ensemblgene': 'ENSG00000138587', 'start': 56421544, 'strand': -1}",,43593.0
ABCA3,21,17.947138,"{'chr': '16', 'end': 2340746, 'ensemblgene': 'ENSG00000167972', 'start': 2275881, 'strand': -1}",,64865.0
TUBB3,10381,18.552696,"{'chr': '16', 'end': 89938761, 'ensemblgene': 'ENSG00000258947', 'start': 89921392, 'strand': 1}",,17369.0
NME1,4830,19.855646,"{'chr': '17', 'end': 51162428, 'ensemblgene': 'ENSG00000239672', 'start': 51153559, 'strand': 1}",,8869.0
SSTR2,6752,18.249117,"{'chr': '17', 'end': 73176633, 'ensemblgene': 'ENSG00000180616', 'start': 73165010, 'strand': 1}",,11623.0
HOMER3,9454,18.226837,"{'chr': '19', 'end': 18941261, 'ensemblgene': 'ENSG00000051128', 'start': 18929201, 'strand': -1}",,12060.0
RNPEP,6051,18.062107,"{'chr': '1', 'end': 202006147, 'ensemblgene': 'ENSG00000176393', 'start': 201982372, 'strand': 1}",,23775.0
NID1,4811,18.26523,"{'chr': '1', 'end': 236065109, 'ensemblgene': 'ENSG00000116962', 'start': 235975830, 'strand': -1}",,89279.0
RPS8,6202,12.752119,"{'chr': '1', 'end': 44778779, 'ensemblgene': 'ENSG00000142937', 'start': 44775251, 'strand': 1}",,3528.0
LIMK2,3985,17.712543,"{'chr': '22', 'end': 31280080, 'ensemblgene': 'ENSG00000182541', 'start': 31212239, 'strand': 1}",,67841.0
HSPE1,3336,18.925611,"{'chr': '2', 'end': 197503449, 'ensemblgene': 'ENSG00000115541', 'start': 197500140, 'strand': 1}",,3309.0
SEMA4C,54910,17.730795,"{'chr': '2', 'end': 96870757, 'ensemblgene': 'ENSG00000168758', 'start': 96859718, 'strand': -1}",,11039.0
NMD3,51068,16.881357,"{'chr': '3', 'end': 161253532, 'ensemblgene': 'ENSG00000169251', 'start': 161104696, 'strand': 1}",,148836.0
CCR4,1233,18.271723,"{'chr': '3', 'end': 32957120, 'ensemblgene': 'ENSG00000183813', 'start': 32951644, 'strand': 1}",,5476.0
STX19,415117,17.701248,"{'chr': '3', 'end': 94028597, 'ensemblgene': 'ENSG00000178750', 'start': 94014365, 'strand': -1}",,14232.0
CYFIP2,26999,17.62225,"{'chr': '5', 'end': 157395595, 'ensemblgene': 'ENSG00000055163', 'start': 157266079, 'strand': 1}",,129516.0
RASA1,5921,18.22368,"{'chr': '5', 'end': 87391931, 'ensemblgene': 'ENSG00000145715', 'start': 87267883, 'strand': 1}",,124048.0
AMD1,262,17.53288,"{'chr': '6', 'end': 110898879, 'ensemblgene': 'ENSG00000123505', 'start': 110874770, 'strand': 1}",,24109.0
L3MBTL3,84456,17.998095,"{'chr': '6', 'end': 130141449, 'ensemblgene': 'ENSG00000198945', 'start': 130013699, 'strand': 1}",,127750.0
FARS2,10667,17.643791,"{'chr': '6', 'end': 5829192, 'ensemblgene': 'ENSG00000145982', 'start': 5261044, 'strand': 1}",,568148.0
ZNF783,100289678,19.466108,"{'chr': '7', 'end': 149297302, 'ensemblgene': 'ENSG00000204946', 'start': 149262171, 'strand': 1}",,35131.0
INSIG1,3638,17.656864,"{'chr': '7', 'end': 155310235, 'ensemblgene': 'ENSG00000186480', 'start': 155297776, 'strand': 1}",,12459.0
ADAP1,11033,18.114115,"{'chr': '7', 'end': 955407, 'ensemblgene': 'ENSG00000105963', 'start': 897900, 'strand': -1}",,57507.0
TEX15,56154,18.572315,"{'chr': '8', 'end': 30913008, 'ensemblgene': 'ENSG00000133863', 'start': 30831544, 'strand': -1}",,81464.0
CYP7A1,1581,19.759287,"{'chr': '8', 'end': 58500163, 'ensemblgene': 'ENSG00000167910', 'start': 58490178, 'strand': -1}",,9985.0
LPAR1,1902,17.654676,"{'chr': '9', 'end': 111038470, 'ensemblgene': 'ENSG00000198121', 'start': 110873263, 'strand': -1}",,165207.0
SLC25A6,293,18.48405,"[{'chr': 'X', 'end': 1392113, 'ensemblgene': 'ENSG00000169100', 'start': 1386152, 'strand': -1}, {'chr': 'Y', 'end': 1392113, 'ensemblgene': 'ENSG00000292334', 'start': 1386152, 'strand': -1}]",,
SLK,9748,18.211117,"{'chr': '10', 'end': 104029233, 'ensemblgene': 'ENSG00000065613', 'start': 103967140, 'strand': 1}",,62093.0
OPN4,94233,18.207993,"{'chr': '10', 'end': 86666460, 'ensemblgene': 'ENSG00000122375', 'start': 86654518, 'strand': 1}",,11942.0
MS4A5,64232,19.61349,"{'chr': '11', 'end': 60455214, 'ensemblgene': 'ENSG00000166930', 'start': 60429572, 'strand': 1}",,25642.0
PRB1,5542,21.549486,"[{'chr': '12', 'end': 11355591, 'ensemblgene': 'ENSG00000251655', 'start': 11351823, 'strand': -1}, {'chr': 'HSCHR12_5_CTG2', 'end': 25493, 'ensemblgene': 'ENSG00000275517', 'start': 20912, 'strand': 1}, {'chr': 'HSCHR12_3_CTG2', 'end': 550554, 'ensemblgene': 'ENSG00000282673', 'start': 546786, 'strand': -1}]",,
VSIG10,54621,17.643791,"{'chr': '12', 'end': 118136026, 'ensemblgene': 'ENSG00000176834', 'start': 118063593, 'strand': -1}",,72433.0
ATF7,11016,19.567783,"{'chr': '12', 'end': 53626410, 'ensemblgene': 'ENSG00000170653', 'start': 53507856, 'strand': -1}",,118554.0
GNB3,2784,18.278242,"{'chr': '12', 'end': 6847393, 'ensemblgene': 'ENSG00000111664', 'start': 6839954, 'strand': 1}",,7439.0
BBS10,79738,17.63083,"{'chr': '12', 'end': 76348415, 'ensemblgene': 'ENSG00000179941', 'start': 76344474, 'strand': -1}",,3941.0
KCTD12,115207,18.278242,"{'chr': '13', 'end': 76886405, 'ensemblgene': 'ENSG00000178695', 'start': 76880175, 'strand': -1}",,6230.0
BEGAIN,57596,18.10825,"{'chr': '14', 'end': 100587417, 'ensemblgene': 'ENSG00000183092', 'start': 100537147, 'strand': -1}",,50270.0
RNASE9,390443,19.846636,"{'chr': '14', 'end': 20561047, 'ensemblgene': 'ENSG00000188655', 'start': 20556093, 'strand': -1}",,4954.0
NYNRIN,57523,19.274588,"{'chr': '14', 'end': 24419283, 'ensemblgene': 'ENSG00000205978', 'start': 24399003, 'strand': 1}",,20280.0
CMA1,1215,20.565289,"{'chr': '14', 'end': 24508265, 'ensemblgene': 'ENSG00000092009', 'start': 24505353, 'strand': -1}",,2912.0
MIS18BP1,55320,17.62225,"{'chr': '14', 'end': 45253540, 'ensemblgene': 'ENSG00000129534', 'start': 45203190, 'strand': -1}",,50350.0
DAAM1,23002,18.192461,"{'chr': '14', 'end': 59371405, 'ensemblgene': 'ENSG00000100592', 'start': 59188646, 'strand': 1}",,182759.0
RDH11,51109,19.184095,"{'chr': '14', 'end': 67695793, 'ensemblgene': 'ENSG00000072042', 'start': 67676800, 'strand': -1}",,18993.0
SERPINA10,51156,18.46551,"[{'chr': '14', 'end': 94293268, 'ensemblgene': 'ENSG00000140093', 'start': 94280460, 'strand': -1}, {'chr': 'HSCHR14_7_CTG1', 'end': 1407833, 'ensemblgene': 'ENSG00000278767', 'start': 1395022, 'strand': -1}]",,
CHRM5,1133,18.239529,"{'chr': '15', 'end': 34067458, 'ensemblgene': 'ENSG00000184984', 'start': 33968497, 'strand': 1}",,98961.0
PLCB2,5330,17.628681,"{'chr': '15', 'end': 40307935, 'ensemblgene': 'ENSG00000137841', 'start': 40278176, 'strand': -1}",,29759.0
VPS18,57617,17.596786,"{'chr': '15', 'end': 40903975, 'ensemblgene': 'ENSG00000104142', 'start': 40894450, 'strand': 1}",,9525.0
OIP5,11339,17.701248,"{'chr': '15', 'end': 41332591, 'ensemblgene': 'ENSG00000104147', 'start': 41309273, 'strand': -1}",,23318.0
RGMA,56963,17.652494,"{'chr': '15', 'end': 93089211, 'ensemblgene': 'ENSG00000182175', 'start': 93035271, 'strand': -1}",,53940.0
ATF7IP2,80063,18.06495,"{'chr': '16', 'end': 10483638, 'ensemblgene': 'ENSG00000166669', 'start': 10326434, 'strand': 1}",,157204.0
TBC1D10B,26000,18.52181,"{'chr': '16', 'end': 30370494, 'ensemblgene': 'ENSG00000169221', 'start': 30357102, 'strand': -1}",,13392.0
CLUAP1,23059,17.033138,"{'chr': '16', 'end': 3539048, 'ensemblgene': 'ENSG00000103351', 'start': 3500976, 'strand': 1}",,38072.0
MLKL,197259,18.421894,"{'chr': '16', 'end': 74700960, 'ensemblgene': 'ENSG00000168404', 'start': 74671855, 'strand': -1}",,29105.0
SPATA2L,124044,17.739998,"{'chr': '16', 'end': 89701705, 'ensemblgene': 'ENSG00000158792', 'start': 89696357, 'strand': -1}",,5348.0
PCGF2,7703,18.198654,"[{'chr': '17', 'end': 38749817, 'ensemblgene': 'ENSG00000277258', 'start': 38733898, 'strand': -1}, {'chr': 'HSCHR17_7_CTG4', 'end': 2785136, 'ensemblgene': 'ENSG00000278644', 'start': 2769216, 'strand': -1}]",,
KRT12,3859,19.274588,"[{'chr': '17', 'end': 40867223, 'ensemblgene': 'ENSG00000187242', 'start': 40861303, 'strand': -1}, {'chr': 'HSCHR17_4_CTG4', 'end': 16478, 'ensemblgene': 'ENSG00000263243', 'start': 10571, 'strand': -1}]",,
PRR15L,79170,18.38997,"{'chr': '17', 'end': 47957883, 'ensemblgene': 'ENSG00000167183', 'start': 47951967, 'strand': -1}",,5916.0
MED11,400569,16.967264,"{'chr': '17', 'end': 4733608, 'ensemblgene': 'ENSG00000161920', 'start': 4731428, 'strand': 1}",,2180.0
PFN1,5216,18.239529,"{'chr': '17', 'end': 4949061, 'ensemblgene': 'ENSG00000108518', 'start': 4945652, 'strand': -1}",,3409.0
SCN4A,6329,18.274977,"{'chr': '17', 'end': 63972918, 'ensemblgene': 'ENSG00000007314', 'start': 63938554, 'strand': -1}",,34364.0
HELZ,9931,17.181967,"{'chr': '17', 'end': 67245989, 'ensemblgene': 'ENSG00000198265', 'start': 67070444, 'strand': -1}",,175545.0
L3MBTL4,91133,19.237755,"{'chr': '18', 'end': 6415237, 'ensemblgene': 'ENSG00000154655', 'start': 5954706, 'strand': -1}",,460531.0
ZNF878,729747,23.003805,"{'chr': '19', 'end': 12052961, 'ensemblgene': 'ENSG00000257446', 'start': 12043805, 'strand': -1}",,9156.0
MAST1,22983,18.487783,"{'chr': '19', 'end': 12874952, 'ensemblgene': 'ENSG00000105613', 'start': 12833951, 'strand': 1}",,41001.0
ZNF829,374899,20.121168,"{'chr': '19', 'end': 36916291, 'ensemblgene': 'ENSG00000185869', 'start': 36888124, 'strand': -1}",,28167.0
CIC,23152,17.760914,"{'chr': '19', 'end': 42295797, 'ensemblgene': 'ENSG00000079432', 'start': 42268537, 'strand': 1}",,27260.0
ZNF613,79898,20.047842,"{'chr': '19', 'end': 51948759, 'ensemblgene': 'ENSG00000176024', 'start': 51927147, 'strand': 1}",,21612.0
RAB13,5872,17.89525,"{'chr': '1', 'end': 153986358, 'ensemblgene': 'ENSG00000143545', 'start': 153981617, 'strand': -1}",,4741.0
TMEM51,55092,18.26523,"{'chr': '1', 'end': 15220478, 'ensemblgene': 'ENSG00000171729', 'start': 15152532, 'strand': 1}",,67946.0
SYT11,23208,18.201761,"{'chr': '1', 'end': 155885199, 'ensemblgene': 'ENSG00000132718', 'start': 155859567, 'strand': 1}",,25632.0
PIGM,93183,17.601002,"{'chr': '1', 'end': 160031990, 'ensemblgene': 'ENSG00000143315', 'start': 160024953, 'strand': -1}",,7037.0
RGS4,5999,17.877493,"{'chr': '1', 'end': 163076802, 'ensemblgene': 'ENSG00000117152', 'start': 163068775, 'strand': 1}",,8027.0
ZBTB37,84614,17.63514,"{'chr': '1', 'end': 173903547, 'ensemblgene': 'ENSG00000185278', 'start': 173868082, 'strand': 1}",,35465.0
LAMC1,3915,17.62225,"{'chr': '1', 'end': 183145592, 'ensemblgene': 'ENSG00000135862', 'start': 183023420, 'strand': 1}",,122172.0
CAPN2,824,18.541042,"{'chr': '1', 'end': 223776018, 'ensemblgene': 'ENSG00000162909', 'start': 223701593, 'strand': 1}",,74425.0
PRSS38,339501,19.370693,"{'chr': '1', 'end': 227846470, 'ensemblgene': 'ENSG00000185888', 'start': 227815675, 'strand': 1}",,30795.0
KIF26B,55083,18.252327,"[{'chr': '1', 'end': 245709432, 'ensemblgene': 'ENSG00000162849', 'start': 245154985, 'strand': 1}, {'chr': 'HSCHR1_1_CTG32_1', 'end': 407457, 'ensemblgene': 'ENSG00000281216', 'start': 47982, 'strand': 1}]",,
MTF2,22823,17.582125,"{'chr': '1', 'end': 93139079, 'ensemblgene': 'ENSG00000143033', 'start': 93079235, 'strand': 1}",,59844.0
RBM12,10137,18.436296,"{'chr': '20', 'end': 35664956, 'ensemblgene': 'ENSG00000244462', 'start': 35648925, 'strand': -1}",,16031.0
ZNF280A,129025,21.470654,"[{'chr': 'HSCHR22_1_CTG3', 'end': 155927, 'ensemblgene': 'ENSG00000275499', 'start': 149393, 'strand': -1}, {'chr': '22', 'end': 22520270, 'ensemblgene': 'ENSG00000169548', 'start': 22513736, 'strand': -1}]",,
MFNG,4242,17.796412,"{'chr': '22', 'end': 37486393, 'ensemblgene': 'ENSG00000100060', 'start': 37469063, 'strand': -1}",,17330.0
NCAPH2,29781,17.690031,"{'chr': '22', 'end': 50524780, 'ensemblgene': 'ENSG00000025770', 'start': 50508224, 'strand': 1}",,16556.0
CCDC138,165055,18.134823,"{'chr': '2', 'end': 108885477, 'ensemblgene': 'ENSG00000163006', 'start': 108786757, 'strand': 1}",,98720.0
UBR3,130507,16.998419,"{'chr': '2', 'end': 170084131, 'ensemblgene': 'ENSG00000144357', 'start': 169827454, 'strand': 1}",,256677.0
MYT1L,23040,18.192461,"{'chr': '2', 'end': 2331664, 'ensemblgene': 'ENSG00000186487', 'start': 1789113, 'strand': -1}",,542551.0
ANKMY1,51281,18.017298,"{'chr': '2', 'end': 240569209, 'ensemblgene': 'ENSG00000144504', 'start': 240479422, 'strand': -1}",,89787.0
TRMT61B,55006,17.63946,"{'chr': '2', 'end': 28870309, 'ensemblgene': 'ENSG00000171103', 'start': 28849821, 'strand': -1}",,20488.0
RNU6-1320P,106480659,8.7746105,"{'chr': '2', 'end': 94846639, 'ensemblgene': 'ENSG00000212140', 'start': 94846533, 'strand': -1}",,106.0
TMEM45A,55076,17.760914,"{'chr': '3', 'end': 100577444, 'ensemblgene': 'ENSG00000181458', 'start': 100492619, 'strand': 1}",,84825.0
HEG1,57493,17.650314,"{'chr': '3', 'end': 125055997, 'ensemblgene': 'ENSG00000173706', 'start': 124965710, 'strand': -1}",,90287.0
ISY1,57461,17.577961,"{'chr': '3', 'end': 129161063, 'ensemblgene': 'ENSG00000240682', 'start': 129127415, 'strand': -1}",,33648.0
KCNAB1,7881,18.226837,"{'chr': '3', 'end': 156538756, 'ensemblgene': 'ENSG00000169282', 'start': 156037701, 'strand': 1}",,501055.0
LRRC34,151827,17.545046,"{'chr': '3', 'end': 169812986, 'ensemblgene': 'ENSG00000171757', 'start': 169793003, 'strand': -1}",,19983.0
CLASP2,23122,17.596786,"{'chr': '3', 'end': 33718356, 'ensemblgene': 'ENSG00000163539', 'start': 33496245, 'strand': -1}",,222111.0
CCR8,1237,19.071112,"{'chr': '3', 'end': 39333680, 'ensemblgene': 'ENSG00000179934', 'start': 39329709, 'strand': 1}",,3971.0
CCDC13,152206,17.652494,"{'chr': '3', 'end': 42773253, 'ensemblgene': 'ENSG00000244607', 'start': 42705756, 'strand': -1}",,67497.0
CDCP1,64866,18.189373,"{'chr': '3', 'end': 45146422, 'ensemblgene': 'ENSG00000163814', 'start': 45082277, 'strand': -1}",,64145.0
WDR1,9948,17.571735,"{'chr': '4', 'end': 10116972, 'ensemblgene': 'ENSG00000071127', 'start': 10068089, 'strand': -1}",,48883.0
ANKRD50,57182,17.650314,"{'chr': '4', 'end': 124712732, 'ensemblgene': 'ENSG00000151458', 'start': 124664048, 'strand': -1}",,48684.0
NAA15,80155,18.090786,"{'chr': '4', 'end': 139420033, 'ensemblgene': 'ENSG00000164134', 'start': 139301446, 'strand': 1}",,118587.0
TMEM129,92305,17.62225,"{'chr': '4', 'end': 1721358, 'ensemblgene': 'ENSG00000168936', 'start': 1715952, 'strand': -1}",,5406.0
CASP3,836,18.079248,"{'chr': '4', 'end': 184650062, 'ensemblgene': 'ENSG00000164305', 'start': 184627696, 'strand': -1}",,22366.0
PCDH1,5097,18.255543,"{'chr': '5', 'end': 141879246, 'ensemblgene': 'ENSG00000156453', 'start': 141853090, 'strand': -1}",,26156.0
KCNMB1,3779,18.348404,"{'chr': '5', 'end': 170389634, 'ensemblgene': 'ENSG00000145936', 'start': 170374671, 'strand': -1}",,14963.0
SSBP2,23635,18.207993,"{'chr': '5', 'end': 81751797, 'ensemblgene': 'ENSG00000145687', 'start': 81412804, 'strand': -1}",,338993.0
GOPC,57120,17.596786,"{'chr': '6', 'end': 117602542, 'ensemblgene': 'ENSG00000047932', 'start': 117560269, 'strand': -1}",,42273.0
ZKSCAN4,387032,20.099861,"{'chr': '6', 'end': 28252269, 'ensemblgene': 'ENSG00000187626', 'start': 28241697, 'strand': -1}",,10572.0
HSPA1L,3305,20.715164,"[{'chr': 'HSCHR6_MHC_QBL_CTG1', 'end': 3070893, 'ensemblgene': 'ENSG00000206383', 'start': 3065448, 'strand': -1}, {'chr': 'HSCHR6_MHC_DBB_CTG1', 'end': 3062844, 'ensemblgene': 'ENSG00000234258', 'start': 3057398, 'strand': -1}, {'chr': 'HSCHR6_MHC_COX_CTG1', 'end': 3292316, 'ensemblgene': 'ENSG00000236251', 'start': 3286871, 'strand': -1}, {'chr': 'HSCHR6_MHC_APD_CTG1', 'end': 3147687, 'ensemblgene': 'ENSG00000226704', 'start': 3142241, 'strand': -1}, {'chr': '6', 'end': 31815283, 'ensemblgene': 'ENSG00000204390', 'start': 31809619, 'strand': -1}]",,
PNPLA1,285848,18.22053,"{'chr': '6', 'end': 36313955, 'ensemblgene': 'ENSG00000180316', 'start': 36243203, 'strand': 1}",,70752.0
RNF148,378925,19.256062,"{'chr': '7', 'end': 122702922, 'ensemblgene': 'ENSG00000235631', 'start': 122701668, 'strand': -1}",,1254.0
SLC13A1,6561,17.692268,"{'chr': '7', 'end': 123199972, 'ensemblgene': 'ENSG00000081800', 'start': 123113531, 'strand': -1}",,86441.0
ATP6V1F,9296,17.79402,"{'chr': '7', 'end': 128865847, 'ensemblgene': 'ENSG00000128524', 'start': 128862856, 'strand': 1}",,2991.0
OR2A2,442361,24.044119,"[{'chr': '7', 'end': 144110539, 'ensemblgene': 'ENSG00000221989', 'start': 144109583, 'strand': 1}, {'chr': 'HSCHR7_3_CTG4_4', 'end': 65096, 'ensemblgene': 'ENSG00000285071', 'start': 64143, 'strand': 1}]",,
BBS9,27241,17.080675,"{'chr': '7', 'end': 33877180, 'ensemblgene': 'ENSG00000122507', 'start': 33109557, 'strand': 1}",,767623.0
RNF216,54476,17.648138,"{'chr': '7', 'end': 5781696, 'ensemblgene': 'ENSG00000011275', 'start': 5620047, 'strand': -1}",,161649.0
RGS22,26166,18.042345,"{'chr': '8', 'end': 100131268, 'ensemblgene': 'ENSG00000132554', 'start': 99960936, 'strand': -1}",,170332.0
TRPS1,7227,17.63514,"{'chr': '8', 'end': 115809673, 'ensemblgene': 'ENSG00000104447', 'start': 115408496, 'strand': -1}",,401177.0
MROH1,727957,17.808428,"{'chr': '8', 'end': 144261927, 'ensemblgene': 'ENSG00000179832', 'start': 144148016, 'strand': 1}",,113911.0
PTK2B,2185,18.297968,"{'chr': '8', 'end': 27459391, 'ensemblgene': 'ENSG00000120899', 'start': 27311482, 'strand': 1}",,147909.0
RMDN1,51115,17.573809,"{'chr': '8', 'end': 86514357, 'ensemblgene': 'ENSG00000176623', 'start': 86468257, 'strand': -1}",,46100.0
PKN3,29941,17.753912,"{'chr': '9', 'end': 128720916, 'ensemblgene': 'ENSG00000160447', 'start': 128702503, 'strand': 1}",,18413.0
SPTLC1,10558,17.641624,"{'chr': '9', 'end': 92115413, 'ensemblgene': 'ENSG00000090054', 'start': 92000087, 'strand': -1}",,115326.0
ELF4,2000,19.076569,"{'chr': 'X', 'end': 130110716, 'ensemblgene': 'ENSG00000102034', 'start': 130063955, 'strand': -1}",,46761.0
CT55,54967,19.759287,"{'chr': 'X', 'end': 135171398, 'ensemblgene': 'ENSG00000169551', 'start': 135156540, 'strand': -1}",,14858.0
MAGEA8,4107,23.484547,"{'chr': 'X', 'end': 149885835, 'ensemblgene': 'ENSG00000156009', 'start': 149881141, 'strand': 1}",,4694.0
SLC18A2,6571,17.613714,"{'chr': '10', 'end': 117279430, 'ensemblgene': 'ENSG00000165646', 'start': 117241093, 'strand': 1}",,38337.0
ZRANB1,54764,18.177084,"{'chr': '10', 'end': 124988189, 'ensemblgene': 'ENSG00000019995', 'start': 124942123, 'strand': 1}",,46066.0
ZNF248,57209,19.538046,"{'chr': '10', 'end': 37858106, 'ensemblgene': 'ENSG00000198105', 'start': 37776526, 'strand': -1}",,81580.0
RGR,5995,18.239529,"{'chr': '10', 'end': 84259960, 'ensemblgene': 'ENSG00000148604', 'start': 84230666, 'strand': 1}",,29294.0
CASP1,834,20.389885,"{'chr': '11', 'end': 105035250, 'ensemblgene': 'ENSG00000137752', 'start': 105025397, 'strand': -1}",,9853.0
GUCY1A2,2977,17.613714,"{'chr': '11', 'end': 107018476, 'ensemblgene': 'ENSG00000152402', 'start': 106674019, 'strand': -1}",,344457.0
IFT46,56912,17.02584,"{'chr': '11', 'end': 118572970, 'ensemblgene': 'ENSG00000118096', 'start': 118544528, 'strand': -1}",,28442.0
SIGIRR,59307,17.626534,"{'chr': '11', 'end': 417455, 'ensemblgene': 'ENSG00000185187', 'start': 405715, 'strand': -1}",,11740.0
GLYAT,10249,20.428635,"{'chr': '11', 'end': 58731974, 'ensemblgene': 'ENSG00000149124', 'start': 58640426, 'strand': -1}",,91548.0
OR52E8,390079,24.70666,"{'chr': '11', 'end': 5857690, 'ensemblgene': 'ENSG00000183269', 'start': 5856749, 'strand': -1}",,941.0
PACS1,55690,18.57627,"{'chr': '11', 'end': 66244744, 'ensemblgene': 'ENSG00000175115', 'start': 66070272, 'strand': 1}",,174472.0
PITPNM1,9600,18.38997,"{'chr': '11', 'end': 67506263, 'ensemblgene': 'ENSG00000110697', 'start': 67491760, 'strand': -1}",,14503.0
GSTP1,2950,19.410868,"{'chr': '11', 'end': 67586656, 'ensemblgene': 'ENSG00000084207', 'start': 67583742, 'strand': 1}",,2914.0
TPCN2,219931,17.617977,"{'chr': '11', 'end': 69136316, 'ensemblgene': 'ENSG00000162341', 'start': 69048932, 'strand': 1}",,87384.0
TCHP,84260,17.818108,"{'chr': '12', 'end': 109983841, 'ensemblgene': 'ENSG00000139437', 'start': 109900264, 'strand': 1}",,83577.0
RPH3A,22895,18.24272,"{'chr': '12', 'end': 112898881, 'ensemblgene': 'ENSG00000089169', 'start': 112570380, 'strand': 1}",,328501.0
MLXIP,22877,17.756243,"[{'chr': '12', 'end': 122147344, 'ensemblgene': 'ENSG00000175727', 'start': 122078756, 'strand': 1}, {'chr': 'HG2247_PATCH', 'end': 85373, 'ensemblgene': 'ENSG00000281178', 'start': 21012, 'strand': 1}]",,
PFKM,5213,18.461826,"{'chr': '12', 'end': 48146404, 'ensemblgene': 'ENSG00000152556', 'start': 48105139, 'strand': 1}",,41265.0
RACGAP1,29127,17.5863,"{'chr': '12', 'end': 50033136, 'ensemblgene': 'ENSG00000161800', 'start': 49976923, 'strand': -1}",,56213.0
KRT86,3892,22.637403,"{'chr': '12', 'end': 52309163, 'ensemblgene': 'ENSG00000170442', 'start': 52249300, 'strand': 1}",,59863.0
EIF4B,1975,17.575882,"{'chr': '12', 'end': 53042215, 'ensemblgene': 'ENSG00000063046', 'start': 53006282, 'strand': 1}",,35933.0
AGAP2,116986,17.7703,"{'chr': '12', 'end': 57742157, 'ensemblgene': 'ENSG00000135439', 'start': 57723761, 'strand': -1}",,18396.0
ZDHHC17,23390,17.596786,"{'chr': '12', 'end': 76853696, 'ensemblgene': 'ENSG00000186908', 'start': 76764103, 'strand': 1}",,89593.0
