gene,observed_dNdS,expected_dNdS
DNAJC22,3.0,2.3992907292740937
NUDT14,2.0,2.1944385765825105
ZNF527,1.5,3.1058165129763933
RP11-196G11.1,0.0,
PNKP,1.3333333333333333,2.127350609891453
HENMT1,4.0,3.0777749872631075
CFH,4.333333333333333,4.2401787070537695
DCD,2.0,2.96429821011905
NAPEPLD,3.0,3.682026304100481
PAK4,2.0,2.0693598410822394
KDM2A,2.0,2.884756433170808
CENPF,3.5,3.2775586395097402
CHTOP,2.0,2.924116557762044
CYSLTR2,5.0,2.3759477441195074
SAMD9,2.0,3.49795778984621
GXYLT2,4.0,2.565366773423837
COG3,3.0,3.024251869332303
CRABP1,1.0,2.2851687318446805
RAD50,4.0,3.6165853169141693
C1orf61,3.0,2.677661322240458
SIGIRR,2.0,1.9878507380114894
MFN2,3.0,2.432708290351285
HHIP,7.0,2.987430421212271
HGD,1.0,3.040458384466924
SOX5,7.0,3.1467137111504537
TAF6L,3.0,2.191046228506196
RNF183,0.0,2.1536158886249375
GTF2H3,3.0,3.2808169709789627
NEK2,2.0,3.0409254982926552
GALNT5,1.0,3.085990784440354
MASP2,5.0,2.7148381107596635
CPLX4,3.0,4.433334109023284
SLC39A14,2.0,2.237961224223822
PPP3CA,1.0,3.0911029845796163
HDHD3,0.5,2.225406547430876
DHDDS,3.0,2.8963652684326338
USP24,1.0,3.2128255322537207
HUS1,4.0,2.8311999507268726
NBPF20,3.0,3.0384850076481107
TMEM141,0.0,2.3357619353325045
CERS6,2.0,2.760815626002101
SYCP2L,4.0,3.2697142802491084
VSIG2,1.0,2.145656507150118
EPS8L2,2.0,2.129758918627457
KLC1,4.0,2.833317021146545
ZNF713,3.0,3.5537666024802887
HSD17B10,2.0,2.376072413170623
PSTK,3.0,2.947635846954406
ZNF35,2.0,3.384097551760979
NME1,0.0,2.7650941373548235
OR51G1,1.0,2.3176839455804803
STK25,5.0,2.1527226974072526
ARPC1A,0.0,2.9648906001491047
KIAA0586,4.0,3.8086340143567803
BRE,4.0,3.0172268288853985
CCDC148,1.0,3.8090228608988412
DIO1,0.0,2.6203031193997646
NAALAD2,7.0,3.530804766894783
TMC3,6.0,2.6328358819286692
FOXO3,1.0,2.400521851267345
TRIM25,4.0,2.248862556568179
PDE9A,4.0,2.4840657520029756
ZSCAN25,3.0,2.6063998312345658
LRIG3,1.3333333333333333,2.98230879342389
PIWIL4,3.0,2.865255534095397
MYOM2,1.8,2.4837715548307053
GBP1,4.0,2.688934357729156
TCTN1,4.0,2.6458552660477634
SLC25A46,3.0,3.546578274632153
C4orf40,1.5,3.94206524879334
RARRES3,2.0,2.652509368878436
RBX1,2.0,3.314438705634504
MMS19,4.0,2.7220336581626774
BTG2,1.0,2.0343259043120034
MASP1,3.5,2.526219385333016
CNDP2,0.3333333333333333,2.3079298601143625
PCDHGA5,2.0,2.3077528006381036
CLVS1,8.0,2.7011289571801123
TMTC2,5.0,2.8996267317331177
FJX1,1.0,1.9570514704470294
MTHFR,1.0,2.3092725929771265
CHRNG,2.5,2.039654558744794
HBP1,2.0,3.839789233900114
FMO5,5.0,3.0611445663398853
GSDMD,2.0,2.0985495669554406
NOV,1.0,2.6343393058792373
TARS,1.5,3.3511476683305084
CCPG1,2.0,3.879549759440025
SKIV2L,0.42857142857142855,2.391410313039126
LIN28A,3.0,2.619417164594729
ERV3-1,8.0,3.2639146498369564
B3GNTL1,2.0,2.1148551160862796
TAF1L,4.5,3.2207778258357123
ESRP2,5.0,2.3143071186326543
MTHFD1L,4.0,2.74597521810642
ERCC4,1.0,2.986444733914049
OR2H2,4.0,2.0988577370653374
NICN1,2.0,2.3544215349866318
UBE3D,2.0,2.800285316820302
KIF4B,2.857142857142857,2.979581697142683
CD2AP,3.0,3.539687990510334
ODF1,1.0,2.8375067875842803
CATSPER4,0.5,2.341399792285592
SUV420H2,5.0,2.1210312287079844
CRYZ,4.0,3.7744260448590783
KLRC3,5.0,3.3699502217196255
ST8SIA2,2.0,2.224620432855638
SEC61A1,6.0,2.3528454156975678
PALD1,3.0,2.136805865526179
OSTC,2.0,2.78498824685825
MIPEP,2.0,3.056147597537663
DLG4,6.0,2.295002100838961
PNKD,2.0,2.3111257906100255
TSPAN4,2.0,1.834995739822075
XPOT,4.0,3.3274799659849386
CEACAM3,2.0,2.4959931382312313
BTBD3,5.0,2.939585651058216
SNRPG,3.0,3.5189052928069655
ZNF583,4.0,3.9114367298893975
CRCT1,2.0,2.4291852314828843
MKKS,0.5,3.097591184785635
TBX22,2.75,3.0956440922521593
CDKN3,2.0,3.7377201413236865
SNX29,0.5,2.553844795493746
ZMAT4,0.6666666666666666,2.637435770450803
ZNF570,4.0,2.625502304701598
TGOLN2,4.0,2.740272515371973
FGFR3,11.0,2.114455116244531
TKT,2.0,2.2517333071892085
LRRC71,0.0,2.0782799134705576
ADRA2C,1.0,1.9066777843744172
SLC35G6,2.0,2.0665148109373326
SVIL,8.0,2.602627770491259
CFB,4.0,2.562646832639968
C19orf80,2.0,2.316148779339033
LZTS1,7.0,2.0463612112023752
RHOG,2.0,2.1000950681071
ZBED6CL,4.0,2.2393254018969335
PDLIM2,4.0,2.281521889483314
ALG10,2.5,3.1485772056195462
IGFN1,0.6666666666666666,2.3526202572521404
FAM49A,3.0,2.918792595123238
MAP3K5,0.75,2.935680313761962
EYA4,1.8333333333333333,3.3610652670538284
FAM69B,0.0,1.8898493202033217
APOBEC3A,0.0,2.5572211830696134
ARHGAP26,5.0,2.6664333366213957
TTC21B,9.0,3.726441699841393
MRPL42,1.0,3.8511076167924947
HLA-B,15.0,2.297984647618963
ZNF646,14.0,2.6522841098488383
USP9X,8.0,3.7348842694068827
SLC25A6,0.5,1.94960285361295
HDGFRP2,2.0,2.2977130304169715
HDAC4,2.6666666666666665,2.204396628560246
ABHD12,4.0,2.5606385749173377
ADGB,3.0,3.5103234687620963
GC,2.6666666666666665,2.9680942497700142
FAM162A,2.0,3.2870116641377796
C12orf77,2.0,2.950294980041758
TRIAP1,1.0,3.0237938414675294
ABCA3,2.0,2.020464708665024
FUT6,3.0,2.21422459012015
STMN1,2.0,3.1369280337273073
TNFRSF21,4.0,2.489885355612559
UBE2Q1,2.0,2.5019875860709093
DDX3X,7.0,3.628319040300185
IGHV3-74,2.0,
RECQL4,2.0,2.3185626271837796
LITAF,1.0,2.42034436012634
LHPP,2.0,2.2283483535057704
ZFP36L2,1.0,1.9923458447930469
SLC29A2,2.0,2.1609132126799317
MEOX2,0.0,2.7584046348945885
EFCAB12,5.0,2.34855131322164
MMRN1,4.5,3.439428330345753
ENPP7,4.0,2.065267006192089
PSG9,0.0,2.6449291872996046
SLC13A1,2.6666666666666665,3.094290111443145
DDA1,2.0,2.4097095881038677
RHBDL3,2.0,2.241189149057127
AK2,2.0,2.4835446589514887
LOH12CR1,2.0,2.4945848512200475
LRAT,5.0,2.1281131979697268
C7orf34,5.0,2.5694108707555046
CBR1,2.0,2.0859766428695794
CACNA2D3,2.0,2.661948911197894
NOLC1,2.0,3.0576364064718784
IQGAP1,3.5,2.827937929025634
KIAA1432,4.0,3.312012209710287
KIAA1468,4.0,3.2417056874711285
FOXN1,0.0,2.403356744024862
TAF8,1.0,2.4539242771709926
RTKN,7.0,2.493111941324277
FBXO10,1.6666666666666667,2.4000430078941526
SCN4B,2.0,1.9625223410519883
LCOR,2.0,3.3939099868033535
GP6,3.0,2.2508236115650795
DPY19L2,6.0,3.1919054496777215
MIR663B,2.0,
MOB2,2.0,2.189828960038576
ZNF506,4.0,3.6881251706375004
SLC26A5,7.0,2.8056597896284905
IL1B,0.5,2.7100023942371223
C12orf45,2.0,3.1887018066443362
SFN,2.5,2.1205120703414035
ADAM23,1.0,3.0361576204656884
SLC35G1,3.0,2.9737564597560846
CTSG,0.5,2.3303547311146784
SELT,3.0,3.8961370334216103
LRP10,5.0,2.432216215056801
TIMP3,0.0,2.181504470214067
NRAP,6.5,2.730734732987335
NKX6-2,3.0,1.896671629260249
TBC1D3P2,5.0,
TP53BP1,5.5,3.302556195136195
OR5AN1,0.0,2.667960672840679
ABLIM1,4.0,3.0523141183383635
LMOD3,2.0,3.059296751488472
RBPJ,5.0,3.5738618124344956
GGA1,4.0,2.309791371888691
ABCA10,4.0,3.4128741088468924
MYRIP,0.8,2.6574728362150823
ACPP,2.0,2.8841372681461297
SSX3,2.0,3.158784272011079
WDR49,5.0,3.503561206091684
SPEF1,0.0,2.212159925534874
SORCS1,7.666666666666667,2.6136735940282607
OR7D2,2.0,2.170780499472573
GSTO1,2.0,2.74367163486361
OR9A2,2.0,2.4867550636369242
OR10J5,1.0,2.521381944755073
CDKL3,1.0,3.757311620885912
MIF4GD,3.0,2.2420281660126937
C3orf84,3.0,2.6026698145254543
RAPGEF4,4.0,2.9183042675587942
CCDC124,0.0,2.1567410929328568
NOC2L,2.0,2.1538078395333176
IFNAR1,2.0,3.884376352483233
KLF9,2.0,2.3726298069099485
DZIP3,4.5,3.5939312721030605
HHAT,3.0,2.3065960072713354
GNPNAT1,3.0,3.7602619626875375
ATP1A4,2.0,2.422027145090865
ZFP90,1.0,3.6248848308877966
UGT3A1,1.75,2.7609034970123605
PRCC,1.5,2.6446177906697046
RFPL3,3.0,2.619885111758254
ERCC5,2.0,3.16409260698279
SPTLC2,2.0,2.9245417463278245
CYP4X1,3.0,2.928676477534899
NQO1,3.0,2.844760082133754
PTPN7,4.0,2.4207275326221707
MMP16,5.0,3.4286204212505034
CDK20,3.0,2.174700121137792
PGLYRP2,2.5,2.243067728567902
PRDM9,3.6666666666666665,2.9782656081804997
SNORD3B-2,3.0,
CDK15,4.0,3.4533624869038246
THEMIS2,3.0,2.1515041927427214
SUGP2,4.0,2.869452439792348
THSD7A,3.857142857142857,3.117915092686027
PARP11,3.0,3.816037605681188
FAM98B,1.0,3.808344517731989
AFM,3.0,3.350301535162581
OR52D1,1.5,2.4930707165305397
MAB21L3,3.0,2.368057123471657
ATAD1,2.0,3.6591768877437545
COPZ1,2.0,2.352494455387745
PRKY,2.0,
CAB39L,3.0,2.7744039809619547
ITIH2,1.25,2.7389350920504096
PRAMEF10,6.0,2.398251271644285
RPL5,3.0,3.174208545483624
ARID4B,5.0,3.8156921722377644
GPR113,2.0,2.8452597288881045
BLM,2.0,3.5100720832729726
POTEA,6.0,
ZIC1,3.5,2.2719557204203555
TMEM147,0.3333333333333333,2.2331030031294175
LOXL2,4.0,2.3526966870800927
PNMT,1.0,2.0981477216349878
TAF1,2.6666666666666665,3.2091821233256606
WTAP,8.0,3.3853785070906732
ARID2,8.0,3.8216612375236063
BST1,3.0,2.5108892294135776
EBPL,2.0,2.1298429030676274
CNTD1,1.0,2.581208063163026
MRPS10,3.0,3.3674873806523
TERF1,1.0,3.48379776911621
LRRC17,2.0,2.8215957161191314
FAM161A,3.0,2.6405591111245603
PTCHD1,5.0,2.3619689069202168
CCT2,2.0,3.5877287884300055
RBFOX2,3.0,2.933918242939608
NCOA7,4.0,3.157513000679931
CYP2A7,2.0,2.1206385630466165
TRIM34,4.0,2.955200615583876
ZNF658,3.0,3.632486419943664
CDH6,2.25,2.8639467467269557
NEDD8-MDP1,3.0,2.6892936534149436
WDR73,1.0,2.819387764252511
SKAP2,0.0,3.966481866952743
SERPIND1,0.6666666666666666,2.4479912790459557
PPP1R8,1.0,2.7286069210774007
MAD2L1BP,2.0,2.608878060908003
FBXO45,2.0,3.2404693792285495
PIN4,2.0,2.999142647976423
PM20D1,2.0,2.426367392497902
PABPC5,9.0,2.6067546714635017
PRKAB2,2.0,2.832362089235561
DTWD2,2.0,3.3324545469421367
CCDC85A,1.6,2.5637560102892696
CHRDL2,2.0,2.805458263411716
ENOSF1,5.0,2.827103070230314
SEMA5B,1.4,2.29317770034963
TRIM67,1.5,2.196872220406557
CHD7,3.4,3.1735918873227473
PALB2,1.6666666666666667,3.5108237838548164
CECR1,4.0,2.474103148418679
ASTN1,1.1428571428571428,2.463214181655459
UROC1,0.8,2.2874307710441055
LILRB4,5.0,2.510008548432519
LPHN1,4.5,2.0174272714158783
AHR,6.0,3.4560058098424347
ACAP1,1.0,2.3823371873001844
PANK1,2.0,2.5240441171826653
CANT1,0.6666666666666666,2.090495984267471
N6AMT2,2.0,3.1380948176329886
PDHA2,2.2,3.014407456608579
TUBGCP3,5.0,2.8867025319112476
XKR7,2.0,1.9964151821601137
CHRM2,2.0,2.7198303899911007
KRTAP15-1,2.0,2.879862747250582
KXD1,3.0,2.1226650540806307
PHB2,2.0,2.043030807450708
RN7SL209P,2.0,
TTC13,3.0,2.959351475171235
SNORD116-23,2.0,
GLT8D2,2.0,2.6487326367491972
CCSER1,1.2,3.7374975829922956
LRRC7,2.4285714285714284,3.322519333714318
OR10G8,2.3333333333333335,2.0259358573051567
PRIMA1,1.0,2.2288823995938083
LAMA5,4.666666666666667,2.0453894293281407
SLC35D2,2.0,2.39200958384626
MYOC,5.0,2.536180729341265
PPIG,3.0,4.2010169131337385
FLYWCH1,0.0,2.1002262122057314
DUSP6,3.0,2.1251813779972046
APITD1,2.0,2.8937257634956843
TRAF2,4.0,2.2229427882413026
LPPR4,5.0,2.7801302162889505
ATP6V1D,4.0,3.1181453020031027
SCGB1D2,2.0,2.3210418582756205
NEU1,4.0,2.3878101485677874
VAC14,3.0,1.9867503407180063
STC2,3.0,2.367811078358647
GAL,3.0,2.207397699179167
TAS1R1,5.0,2.236140914171769
FAM135A,1.6666666666666667,3.7971735981283365
GHRH,1.0,2.416419625259043
DNAJA1,1.0,3.6723636373173196
ZNF638,5.0,4.081555763888951
ZNF652,2.0,3.136221499452791
PSMD7,2.0,2.4511355142725586
CENPI,3.0,3.1628036872099474
RIBC2,2.0,2.680230624567391
ZNF169,6.0,2.926291998638308
SLC26A4,1.0,2.713732509697995
ZNF598,5.0,2.2818557195890907
BID,2.0,2.253791943529924
GPR160,0.0,3.3083549575405202
ZNF805,0.0,3.117062230203224
CA10,3.5,2.7922965337069345
TBC1D2B,4.0,2.5244836362751117
IGKC,2.0,
DSG3,1.5,3.164857025454285
PILRB,5.0,2.2191222545054115
OR5L1,10.0,2.2433088846623153
C11orf52,1.0,2.8729616010318226
L3MBTL2,1.3333333333333333,2.4840845749358818
MEGF11,4.0,2.7987627588215758
SAMD1,2.0,2.293808099017911
APOA1BP,1.0,2.5063499351847125
CEP135,4.0,3.434284272471552
CSH2,6.0,2.2155476600329465
CDCA8,2.0,2.608411111921549
GPR161,0.5,2.2032984540646474
GPR173,3.0,2.245295100903912
BCO2,1.0,3.037486133138023
SRSF12,2.0,3.746354135140718
LIPG,1.0,2.560156316130892
TOLLIP,1.0,2.139311854449513
ITGA6,2.0,3.2222240094588592
GTF2H4,3.0,2.2784784900538972
CORO7,2.0,2.1695848009925216
VTCN1,3.0,2.4796204369473314
THSD4,5.0,2.6142319589630008
PPM1K,4.0,3.0549422960485724
FEM1A,2.0,1.9474542436793936
TCOF1,2.0,2.6574510509633194
LRRC2,0.0,2.7597152511289313
BUD31,2.0,2.7041945425694283
PRR15L,0.0,2.48249743921317
TRAV39,2.0,
OR1S2,4.0,2.3664514955540987
PRKD3,10.0,3.6971081187740866
MYOM3,1.0,2.478959451263667
CAPN10,1.0,2.1815868262788056
PLXNA4,1.375,2.1880159250382514
HOMER1,2.0,3.2729672650431096
NCOR1P1,2.0,
LRP1,3.4285714285714284,2.4577270406935363
IGF2,3.0,2.1839038999205256
TEX13A,11.0,2.6664423527951375
CSRNP1,3.0,2.60705442181969
COX17,3.0,2.967597299598206
CILP2,3.5,2.1534990452525142
BRICD5,4.0,2.075354444928129
SRSF5,4.0,3.493188250753678
FGD1,8.0,2.391423514463971
NHP2L1,2.0,2.1390039708598336
OR7C2,0.0,2.1588432570335065
TMEM45A,4.0,2.845519777448783
CBL,2.0,3.0201377023911866
POLR3E,1.5,2.277285874853206
SPTB,6.5,2.2852336390436405
DIXDC1,0.6666666666666666,2.704741197016693
CBX4,4.0,2.197467589329714
CIB2,2.0,2.23323350627963
PSMG3,2.0,1.905281422080835
FOXD4,0.0,2.296210687448669
ANO1,1.6666666666666667,2.1328973848705863
MST1,4.0,2.5479151488824083
OR1L6,2.0,2.2486872981635795
SHQ1,1.0,1.9305992984285287
MAML2,5.0,3.245614466294974
USP30,3.0,2.82138955969766
SMOC1,2.5,2.4781007816975604
CHCHD6,3.0,2.4287063598163336
OTC,3.0,2.945009581512084
ETFA,3.0,3.384385167932381
SCNN1G,4.0,2.4557090743986905
PAK7,1.4,2.6402185945365577
TNFSF11,0.5,3.148006456192328
OR6K3,3.0,2.5661287123585774
SRPK2,10.0,2.8615916088141735
OBSL1,1.5,2.14804321339788
TAT,3.0,2.63976924061113
OR5H6,8.0,3.077709204425662
CAV1,3.0,2.398579622071634
GPR110,7.0,2.651570346583534
EIF1,4.0,3.104862015976431
FOXJ3,3.0,4.092312859966384
SNAI2,3.0,2.7778545664448964
SRPRB,3.0,2.558219885355276
DDR1,0.42857142857142855,2.267823985968288
ZNF630,1.3333333333333333,3.0036809550386527
HIST1H2BK,2.0,1.9385480636202073
AP3M2,3.0,2.7176459289564296
ANKRD46,2.0,2.7966935985311387
HLA-DPA1,2.0,2.2699003813902126
CMPK1,3.0,3.032768543865238
RP11-379K17.4,7.0,
DOCK6,1.0,2.1393745515150555
RP11-69H14.6,5.0,
SRPX2,3.0,2.8454022470230473
NLRP9,6.0,2.750729935416009
ABCC5,2.6666666666666665,2.453480062128749
MT1X,2.0,2.806762925291075
RASAL1,0.25,2.177813623421693
FAM219B,2.0,2.3732363177369655
SERPINI1,2.0,3.390990873496745
SLAMF1,2.0,2.553314492033086
CASZ1,12.0,2.1864857967953544
TAGLN2,0.0,2.50674785200501
ANKRD1,0.0,2.8999823734241934
CABS1,6.0,3.522126433708961
WDTC1,1.5,2.4293528514601794
CLC,3.0,2.6814035880233287
FEN1,3.0,2.3967920050924265
RAB12,1.0,2.642360806657153
TAS2R38,1.0,2.335315645271334
ZNF19,2.0,2.7475231856368256
GPR108,4.0,1.965864164154138
FCGR3B,3.0,2.599440641871864
PDGFRB,5.0,2.187257491945084
MC5R,3.0,2.1354645949870226
OR11H12,1.5,2.8724832605963466
MLEC,1.0,2.2293018253452597
WDFY1,1.5,2.7510420650566014
RNASET2,1.0,3.0600093949171225
FAM46D,2.0,3.5168181486221908
NCBP1,3.0,3.422895907722771
ATP1A3,1.75,2.060819475919447
SLC5A4,6.0,2.5750351385254158
KCNJ1,3.0,2.747213111527662
OSR2,2.0,2.3353260051916593
CRTC1,1.0,2.131087033449436
ARMC10,2.0,2.8418776046692193
TOPORS,5.0,3.7564502303924736
DEFB110,0.0,4.295678858359374
DCAF5,6.0,2.6977763889661546
ARTN,2.0,2.0449868698910967
LRRIQ3,2.3333333333333335,3.9233098382788154
POLI,4.0,3.644677454955649
TMCC1,7.0,2.5226697523055717
LTA,6.0,2.2268641013486365
PABPC1,1.0,3.6694998221850734
ZZZ3,6.0,3.9367337679631205
SPRED3,2.0,2.282518146125512
PIH1D1,2.0,2.2927274113301603
PPP1R3A,9.0,3.9903509476532704
TMTC3,11.0,3.4928558723334406
BSX,3.0,2.140360682777234
PKD2,1.0,2.655690583460741
AKIRIN2,2.0,2.809014000053372
TRIM32,0.3333333333333333,2.598705288285307
ADCK3,4.0,2.229801511526589
SLC6A16,3.0,2.567253259421151
INPP4B,11.0,3.0734081688841948
CNNM2,6.0,2.105295636701961
RMND5B,0.0,2.2041739008924237
PRDM11,3.0,2.5282803742988857
CKLF,6.0,2.1848837210728624
KPNA4,1.6666666666666667,3.824362224654938
EMR1,3.0,2.704910816261533
PKP2,4.0,2.5373665625896957
FADS1,3.0,2.3648583663844254
GIGYF1,1.25,2.349358196730435
C20orf194,8.0,2.8489868429472978
HIST1H2BD,5.0,1.9969462876706519
BRIP1,14.0,3.677010398717566
USE1,1.0,1.9663218869544987
STXBP1,4.0,2.345376747259327
ARHGAP32,2.0,3.134011366944979
CYP11B2,1.5,2.134975617816711
GALR2,1.0,1.835163417229664
CLEC4A,1.0,3.3171038860774735
KREMEN1,2.0,2.5395915045168964
CREBBP,4.666666666666667,2.748022223228013
VAX1,1.0,2.3654662684878662
OR12D3,2.0,2.626246776221569
LTBP4,7.0,2.4844443554909392
MUS81,3.0,2.2938947005235315
A4GNT,2.0,2.628348642382782
OR52E2,4.0,2.6971391837966725
LIPE-AS1,2.0,
C17orf53,2.0,2.6773521532346822
HGF,10.0,3.6160483984965994
RASGRP1,5.0,2.6348641570164
ARHGAP27,8.0,2.248912298221549
MAN2A2,1.3333333333333333,2.293654949552682
SNTG1,4.5,3.0556855691830727
SNRNP35,2.0,2.7161780760718854
ZNF780B,2.0,3.8209732205088884
FADS2,1.0,2.47736565987799
TIMM21,4.0,2.8851754571338217
TUBB4A,2.0,2.0846756595236706
TSPAN16,2.0,2.356187184066066
MGST3,3.0,2.699449013080932
C22orf43,2.0,3.221619267509912
BHLHE23,0.0,2.0149510015965864
PHF10,2.0,3.40557236160344
RPRD1A,2.0,3.327092029454826
C1orf131,3.0,3.049557241451943
CTIF,8.0,2.317742147519922
SAMSN1,2.0,3.3859632335094436
RSPH3,5.0,3.315042273167307
LIMK1,1.5,2.216150634986067
OSBPL11,3.0,3.462905254543124
ALDH3B1,3.0,1.99315857503622
COL4A3,2.6666666666666665,3.675260314603528
ARG2,1.0,2.9589176086694478
AHI1,5.0,3.896565035488996
F11,1.0,2.9740638935110724
GJD4,0.0,2.0600342125060407
POU3F4,4.0,2.3153596856799137
ZNF552,2.0,3.3123008007732118
ZNF679,7.0,3.584817759045822
RIN2,6.0,2.376729211105726
E4F1,1.0,2.203297612115088
TP53I3,0.0,2.512724122079249
ADRA1A,6.0,2.083526921054354
PTGES3,3.0,4.945815615345053
TM4SF1,4.0,2.8352172601918517
MIPOL1,1.0,3.5394506882765615
ADD3,2.0,3.3965351292195
ADAM33,3.0,2.3494435156683062
LPHN3,11.0,3.1978827743221574
MPP2,2.5,2.167442183246197
MARVELD3,2.0,2.5709044029572974
BACH2,2.5,2.552242480840876
VWC2,4.0,2.3518005567766505
GYPE,2.0,3.7131589431799346
HS6ST2,2.0,2.269441980333257
ZNF850,2.0,3.009207833931321
COPRS,4.0,3.2269666407407978
C6orf201,2.0,3.053639643595476
GLUD2,2.3333333333333335,2.663744622137712
OR9Q1,2.0,2.2483804322443053
MAP7D3,3.0,3.277721055478861
TRIM7,0.0,2.0920398726667586
KRT24,4.0,2.7968740483052903
DCX,2.6666666666666665,2.6390858068319054
DPY19L2P3,2.0,
ELK3,3.0,2.15184799418086
ANKRD17,16.0,3.5562823549015623
HMHA1,6.0,2.0799809197331456
KEAP1,20.0,2.192467292606611
UCK2,4.0,2.3033393538626825
RANGRF,3.0,2.444663801420937
SPANXC,4.0,2.855336164050623
SPIRE2,0.0,2.1152034198546783
STK32C,3.0,2.1142295488989022
PSMC6,5.0,3.5418612327864296
ALPP,1.0,2.100469601013084
SMARCC2,4.0,2.750658961337466
RNF31,3.0,2.6110215631065365
SEC11A,2.0,3.217161060759497
FDX1L,2.0,2.243637172843975
SLC25A45,1.0,2.139717982208921
ZNF827,1.5,2.6300069400355865
NLRP5,2.75,2.557426445532136
ALG1,4.0,2.3475874218746253
HNF4A,1.5,2.169799568793265
DUSP2,1.0,1.9594215829538657
CDK13,6.0,2.9421213446154004
SELPLG,0.5,2.3499221262054752
PTDSS1,5.0,2.7495537421407046
NPEPPS,4.0,3.2957423261844303
BCL2A1,3.0,3.2559768313962048
CD33,2.0,2.370294720357183
OSBPL8,6.0,3.7931723946030624
HIST3H2A,2.0,1.8330413124203848
B4GALT5,2.0,2.6783089482545694
TENM1,4.0,3.061141376172634
MTNR1A,1.0,1.9251571351634749
TAAR1,4.0,3.225541711076686
FOSL1,3.0,2.4541349927397853
BNC2,2.0,2.9148208689437034
UBXN10,3.0,2.8336710117848267
HAUS5,2.0,2.330979881750939
LIN54,3.0,3.499399984129269
TPO,1.3333333333333333,2.7696147076131408
PSMF1,5.0,2.597185080769398
STIL,1.0,3.668188657697267
TRMT13,6.0,3.357375299467379
IL6ST,5.0,3.6334088786532366
APOBEC3C,1.0,2.7250756079049268
ZCCHC2,1.0,2.789028387607508
CDKL1,6.0,2.8056547333079838
PRNP,0.0,2.9584856358692906
NSD1,48.0,3.3192067542774297
TRDN,5.0,3.806675765165357
HIST1H2AL,1.5,1.9195254543801699
ECEL1,5.0,2.0937170331842245
PXK,2.0,2.90375618261399
IFIT2,1.0,3.141771806181998
OXER1,1.0,1.9565582902350882
FARP1,1.4,2.434874027802848
ELAVL4,4.0,2.609543203250336
RACGAP1,4.0,3.1825276265677647
NCKAP5,2.25,3.012727522568311
RP11-96C23.10,7.0,
CELA3A,4.0,2.442539544778658
MDFIC,2.0,3.213890443750231
STRN3,7.0,3.5611594290587036
GSTCD,3.0,3.2911787767162144
KCTD9,3.0,3.145209810132253
FRRS1L,0.5,2.6776208698298465
ZFPM1,3.0,2.0784636761133615
FMO4,7.0,3.0842337395333805
DPF3,1.0,2.7300359124187845
MIR382,2.0,
CIZ1,0.5,2.5760910555906467
RBMS2,3.0,2.9586035534174604
PRMT1,2.0,1.9530810763590793
NDUFV3,2.0,2.8615962392639296
KRTAP27-1,1.0,3.318979436467005
HAS3,5.0,2.105846077266538
DYNC2H1,3.5,3.748583249876609
THBS1,6.0,2.732595211415114
KIF18B,4.0,2.2520221653983272
OR13C9,1.0,2.668347557569618
IDO1,6.0,3.0332040215536917
IGLV3-9,0.0,
IVNS1ABP,4.0,3.6998237596838544
SHCBP1L,3.0,3.1560099558270305
OR8G5,3.0,2.366740700629913
TSTD2,0.5,3.3698204290183313
SOD3,2.0,1.9959473951508395
DLAT,4.0,3.3331558926930986
NLRP10,0.75,2.4910605190074913
DCAF6,2.5,3.821133293684825
AL391421.1,2.0,3.30447247479552
PDPK1,2.0,2.675480250877531
CYP2R1,8.0,4.122132522033945
HIST1H2BM,3.0,2.106579002818985
ZNF236,12.0,2.671822640855517
ABCA1,1.75,2.5240103341966393
SAMD8,1.0,3.067711956477663
NGF,2.0,2.527996230548824
PCBP4,4.0,2.214707614191277
AQP8,3.0,2.0636902420614556
CCNA1,2.0,2.8017993266986045
FBXO25,3.0,3.2445801919490167
RAD51D,2.0,2.33367286158833
GJA4,1.0,2.1110566380601763
NLRX1,6.0,2.115502803376777
RAB3IL1,2.0,2.168267864773761
MLTK,4.0,3.443769352881037
MYH10,4.666666666666667,2.740944104349864
HES4,0.0,1.9186836482983916
TSPAN10,0.0,1.9756111349323793
GRM5,2.5,2.5160691258142687
OR7G1,0.0,2.490454014541439
KCNK10,3.0,2.3312094153690093
DIRAS3,1.0,2.0267920151136716
MIR147A,3.0,
ZYG11B,1.0,3.103874075899605
CTDNEP1,2.0,2.2650515992173714
IGKV1D-12,5.0,
SESTD1,3.0,3.507813481704371
TMEM200B,3.0,2.095397053173987
LRRTM4,4.0,2.8198370488998763
TBC1D3C,2.0,2.606022047287484
MOGS,9.0,2.4338935822630434
ATM,4.333333333333333,3.5746134370404277
ALS2CL,2.0,2.145048019975191
GAB2,3.0,2.6901294909792055
UPP2,3.0,3.031509587967213
CLK1,4.0,4.020945367177116
C7orf61,2.0,2.394980682330502
MITD1,3.0,3.320073818951266
TLL2,2.5,2.5523802847645203
ZKSCAN8,2.0,2.685372866885711
TRGC1,4.0,
ACSM1,4.0,2.615303087055254
PDDC1,1.0,2.272673135989256
SNORD115-3,4.0,
C9orf24,2.0,2.6916596779892745
ZNF578,11.0,4.005441896183423
HPCAL1,4.0,2.0495843271398564
PARP6,0.5,2.6261660491054255
NUDCD1,4.0,3.689243831988326
HS6ST1,3.0,1.9765403329190776
MIR30A,2.0,
HEATR5B,1.75,3.4744010161692502
AKAP8L,3.0,2.5806177988344037
